item,data_lancamento,lanc_Ent_qtd,lanc_Ent_valor,lanc_Sai_qtd,lanc_Sai_valor,saldo_inicio_valor,saldo_inicio_qtd,saldo_final_valor,saldo_final_qtd
71.15.272-3,24/12/2012,6.0,1741.18,6.0,1741.19,14219.570000000005,49.0,14219.560000000005,49.0
71.15.272-3,28/12/2012,0.0,91.49,0.0,0.0,14219.560000000005,49.0,14311.050000000005,49.0
71.15.272-3,04/01/2013,0.0,0.0,23.0,5907.01,14311.050000000005,49.0,8404.040000000005,26.0
71.15.272-3,07/01/2013,0.0,0.0,19.0,4879.71,8404.040000000005,26.0,3524.3300000000045,7.0
71.15.272-3,11/01/2013,0.0,0.0,1.0,256.83,3524.3300000000045,7.0,3267.5000000000045,6.0
71.15.272-3,17/01/2013,26.0,6381.47,0.0,0.0,3267.5000000000045,6.0,9648.970000000005,32.0
71.15.272-3,18/01/2013,44.0,10799.41,3.0,770.48,9648.970000000005,32.0,19677.900000000005,73.0
71.15.272-3,21/01/2013,0.0,0.0,24.0,6163.83,19677.900000000005,73.0,13514.070000000005,49.0
71.15.272-3,22/01/2013,0.0,0.0,15.0,3852.4,13514.070000000005,49.0,9661.670000000006,34.0
71.15.272-3,23/01/2013,0.0,0.0,27.0,6934.25,9661.670000000006,34.0,2727.4200000000055,7.0
71.15.272-3,24/01/2013,18.0,4417.87,0.0,0.0,2727.4200000000055,7.0,7145.290000000005,25.0
71.15.272-3,25/01/2013,38.0,9326.5,15.0,3852.4,7145.290000000005,25.0,12619.390000000005,48.0
71.15.272-3,26/01/2013,0.0,0.0,33.0,8475.279999999999,12619.390000000005,48.0,4144.110000000006,15.0
71.15.272-3,29/01/2013,0.0,0.0,14.0,3887.28,4144.110000000006,15.0,256.83000000000584,1.0
71.15.272-3,30/01/2013,0.0,0.0,1.0,256.83,256.83000000000584,1.0,5.8548721426632255e-12,0.0
71.15.272-3,14/02/2013,118.0,29337.230000000003,0.0,0.0,5.8548721426632255e-12,0.0,29337.23000000001,118.0
71.15.272-3,15/02/2013,61.0,15165.59,62.0,15414.260000000004,29337.23000000001,118.0,29088.560000000005,117.0
71.15.272-3,18/02/2013,3.0,745.85,50.0,12430.880000000003,29088.560000000005,117.0,17403.53,70.0
71.15.272-3,19/02/2013,0.0,0.0,37.0,9199.17,17403.53,70.0,8204.359999999999,33.0
71.15.272-3,20/02/2013,0.0,0.0,4.0,994.46,8204.359999999999,33.0,7209.899999999999,29.0
71.15.272-3,21/02/2013,0.0,0.0,23.0,5718.24,7209.899999999999,29.0,1491.659999999999,6.0
71.15.272-3,22/02/2013,0.0,0.0,2.0,497.22,1491.659999999999,6.0,994.4399999999989,4.0
71.15.272-3,23/02/2013,0.0,0.0,2.0,497.22,994.4399999999989,4.0,497.2199999999989,2.0
71.15.272-3,26/02/2013,0.0,0.0,1.0,248.61,497.2199999999989,2.0,248.60999999999888,1.0
71.15.272-3,27/02/2013,0.0,0.0,1.0,248.61,248.60999999999888,1.0,-1.1368683772161603e-12,0.0
71.15.272-3,05/03/2013,110.0,28497.489999999998,0.0,0.0,-1.1368683772161603e-12,0.0,28497.489999999998,110.0
71.15.272-3,06/03/2013,114.0,29639.260000000002,37.0,9623.58,28497.489999999998,110.0,48513.17,187.0
71.15.272-3,07/03/2013,56.0,14636.44,6.0,1560.5900000000001,48513.17,187.0,61589.020000000004,237.0
71.15.272-3,08/03/2013,42.0,10978.18,33.0,8583.189999999999,61589.020000000004,237.0,63984.01000000001,246.0
71.15.272-3,11/03/2013,0.0,0.0,4.0,1040.4,63984.01000000001,246.0,62943.61000000001,242.0
71.15.272-3,12/03/2013,0.0,0.0,11.0,2861.08,62943.61000000001,242.0,60082.530000000006,231.0
71.15.272-3,13/03/2013,0.0,0.0,48.0,12484.689999999999,60082.530000000006,231.0,47597.84000000001,183.0
71.15.272-3,14/03/2013,0.0,0.0,7.0,1820.67,47597.84000000001,183.0,45777.17000000001,176.0
71.15.272-3,15/03/2013,0.0,0.0,26.0,6762.54,45777.17000000001,176.0,39014.63000000001,150.0
71.15.272-3,18/03/2013,0.0,0.0,3.0,780.2900000000001,39014.63000000001,150.0,38234.34000000001,147.0
71.15.272-3,19/03/2013,0.0,0.0,35.0,9103.41,38234.34000000001,147.0,29130.93000000001,112.0
71.15.272-3,20/03/2013,3.0,846.89,0.0,0.0,29130.93000000001,112.0,29977.82000000001,115.0
71.15.272-3,21/03/2013,0.0,0.0,14.0,3707.96,29977.82000000001,115.0,26269.86000000001,101.0
71.15.272-3,22/03/2013,0.0,0.0,11.0,2861.0699999999997,26269.86000000001,101.0,23408.79000000001,90.0
71.15.272-3,23/03/2013,0.0,0.0,30.0,7802.93,23408.79000000001,90.0,15605.860000000011,60.0
71.15.272-3,26/03/2013,0.0,0.0,4.0,1040.39,15605.860000000011,60.0,14565.470000000012,56.0
71.15.272-3,27/03/2013,0.0,0.0,3.0,780.29,14565.470000000012,56.0,13785.180000000011,53.0
71.15.272-3,28/03/2013,0.0,0.0,7.0,1820.67,13785.180000000011,53.0,11964.510000000011,46.0
71.15.272-3,01/04/2013,0.0,0.0,3.0,761.63,11964.510000000011,46.0,11202.880000000012,43.0
71.15.272-3,08/04/2013,0.0,0.0,21.0,5331.42,11202.880000000012,43.0,5871.460000000012,22.0
71.15.272-3,09/04/2013,2.0,505.01,0.0,0.0,5871.460000000012,22.0,6376.470000000012,24.0
71.15.272-3,10/04/2013,88.0,22220.8,7.0,1777.14,6376.470000000012,24.0,26820.130000000012,105.0
71.15.272-3,11/04/2013,68.0,17169.82,0.0,0.0,26820.130000000012,105.0,43989.95000000001,173.0
71.15.272-3,12/04/2013,18.0,4544.82,2.0,507.76,43989.95000000001,173.0,48027.01000000001,189.0
71.15.272-3,15/04/2013,0.0,0.0,1.0,253.87,48027.01000000001,189.0,47773.14000000001,188.0
71.15.272-3,16/04/2013,15.0,4031.1400000000003,7.0,1777.13,47773.14000000001,188.0,50027.15000000001,196.0
71.15.272-3,17/04/2013,1.0,252.49,7.0,1777.14,50027.15000000001,196.0,48502.50000000001,190.0
71.15.272-3,18/04/2013,0.0,0.0,35.0,8885.680000000002,48502.50000000001,190.0,39616.82000000001,155.0
71.15.272-3,19/04/2013,0.0,0.0,3.0,761.63,39616.82000000001,155.0,38855.19000000001,152.0
71.15.272-3,23/04/2013,0.0,0.0,12.0,3276.45,38855.19000000001,152.0,35578.74000000001,140.0
71.15.272-3,24/04/2013,0.0,0.0,1.0,253.87,35578.74000000001,140.0,35324.87000000001,139.0
71.15.272-3,25/04/2013,0.0,0.0,8.0,2031.01,35324.87000000001,139.0,33293.86000000001,131.0
71.15.272-3,26/04/2013,0.0,0.0,6.0,1523.26,33293.86000000001,131.0,31770.60000000001,125.0
71.15.272-3,27/04/2013,0.0,0.0,1.0,253.87,31770.60000000001,125.0,31516.73000000001,124.0
71.15.272-3,29/04/2013,89.0,22559.1,1.0,253.87,31516.73000000001,124.0,53821.96000000001,212.0
71.15.272-3,30/04/2013,0.0,0.0,3.0,761.63,53821.96000000001,212.0,53060.33000000001,209.0
71.15.272-3,03/05/2013,0.0,0.0,2.0,518.74,53060.33000000001,209.0,52541.59000000001,207.0
71.15.272-3,06/05/2013,101.0,26419.77,5.0,1296.85,52541.59000000001,207.0,77664.51000000001,303.0
71.15.272-3,07/05/2013,5.0,1307.9,53.0,13746.49,77664.51000000001,303.0,65225.920000000006,255.0
71.15.272-3,08/05/2013,1.0,261.58,2.0,518.74,65225.920000000006,255.0,64968.76000000001,254.0
71.15.272-3,13/05/2013,4.0,1133.17,1.0,259.37,64968.76000000001,254.0,65842.56000000001,257.0
71.15.272-3,14/05/2013,0.0,0.0,4.0,1037.48,65842.56000000001,257.0,64805.08000000001,253.0
71.15.272-3,15/05/2013,0.0,0.0,5.0,1296.85,64805.08000000001,253.0,63508.23000000001,248.0
71.15.272-3,16/05/2013,0.0,0.0,16.0,4149.88,63508.23000000001,248.0,59358.35000000001,232.0
71.15.272-3,17/05/2013,0.0,0.0,2.0,518.74,59358.35000000001,232.0,58839.610000000015,230.0
71.15.272-3,20/05/2013,98.0,25772.16,0.0,0.0,58839.610000000015,230.0,84611.77000000002,328.0
71.15.272-3,21/05/2013,0.0,0.0,5.0,1392.54,84611.77000000002,328.0,83219.23000000003,323.0
71.15.272-3,23/05/2013,54.0,14201.09,1.0,259.37,83219.23000000003,323.0,97160.95000000003,376.0
71.15.272-3,24/05/2013,100.0,26297.98,0.0,0.0,97160.95000000003,376.0,123458.93000000002,476.0
71.15.272-3,27/05/2013,0.0,0.0,1.0,259.37,123458.93000000002,476.0,123199.56000000003,475.0
71.15.272-3,28/05/2013,0.0,0.0,7.0,1815.5900000000001,123199.56000000003,475.0,121383.97000000003,468.0
71.15.272-3,29/05/2013,0.0,0.0,1.0,259.37,121383.97000000003,468.0,121124.60000000003,467.0
71.15.272-3,31/05/2013,0.0,0.0,20.0,5187.36,121124.60000000003,467.0,115937.24000000003,447.0
71.15.272-3,03/06/2013,49.0,12806.42,2.0,519.89,115937.24000000003,447.0,128223.77000000003,494.0
71.15.272-3,04/06/2013,21.0,5488.47,2.0,519.89,128223.77000000003,494.0,133192.35,513.0
71.15.272-3,05/06/2013,0.0,0.0,2.0,519.9,133192.35,513.0,132672.45,511.0
71.15.272-3,06/06/2013,0.0,0.0,4.0,1039.78,132672.45,511.0,131632.67,507.0
71.15.272-3,07/06/2013,0.0,0.0,6.0,1559.67,131632.67,507.0,130073.00000000001,501.0
71.15.272-3,10/06/2013,0.0,0.0,4.0,1039.8,130073.00000000001,501.0,129033.20000000001,497.0
71.15.272-3,14/06/2013,0.0,0.0,24.0,6238.65,129033.20000000001,497.0,122794.55000000002,473.0
71.15.272-3,17/06/2013,0.0,0.0,1.0,259.95,122794.55000000002,473.0,122534.60000000002,472.0
71.15.272-3,18/06/2013,0.0,0.0,11.0,2859.38,122534.60000000002,472.0,119675.22000000002,461.0
71.15.272-3,19/06/2013,26.0,6795.32,0.0,0.0,119675.22000000002,461.0,126470.54000000001,487.0
71.15.272-3,20/06/2013,86.0,22477.06,6.0,1559.67,126470.54000000001,487.0,147387.93,567.0
71.15.272-3,21/06/2013,0.0,0.0,4.0,1039.78,147387.93,567.0,146348.15,563.0
71.15.272-3,24/06/2013,0.0,0.0,7.0,1819.6100000000001,146348.15,563.0,144528.54,556.0
71.15.272-3,26/06/2013,0.0,0.0,20.0,5198.88,144528.54,556.0,139329.66,536.0
71.15.272-3,27/06/2013,0.0,0.0,3.0,779.83,139329.66,536.0,138549.83000000002,533.0
71.15.272-3,29/06/2013,0.0,0.0,3.0,779.8399999999999,138549.83000000002,533.0,137769.99000000002,530.0
71.15.272-3,01/07/2013,0.0,0.0,10.0,2626.43,137769.99000000002,530.0,135143.56000000003,520.0
71.15.272-3,02/07/2013,30.0,8149.93,0.0,0.0,135143.56000000003,520.0,143293.49000000002,550.0
71.15.272-3,03/07/2013,82.0,22276.15,2.0,525.29,143293.49000000002,550.0,165044.35,630.0
71.15.272-3,04/07/2013,0.0,0.0,1.0,262.64,165044.35,630.0,164781.71,629.0
71.15.272-3,05/07/2013,0.0,0.0,13.0,3414.35,164781.71,629.0,161367.36,616.0
71.15.272-3,10/07/2013,0.0,0.0,1.0,262.64,161367.36,616.0,161104.71999999997,615.0
71.15.272-3,12/07/2013,0.0,0.0,1.0,262.64,161104.71999999997,615.0,160842.07999999996,614.0
71.15.272-3,15/07/2013,0.0,0.0,1.0,262.64,160842.07999999996,614.0,160579.43999999994,613.0
71.15.272-3,17/07/2013,0.0,0.0,1.0,262.64,160579.43999999994,613.0,160316.79999999993,612.0
71.15.272-3,18/07/2013,0.0,0.0,6.0,1575.85,160316.79999999993,612.0,158740.94999999992,606.0
71.15.272-3,19/07/2013,0.0,0.0,2.0,525.29,158740.94999999992,606.0,158215.65999999992,604.0
71.15.272-3,22/07/2013,45.0,12159.13,4.0,1050.57,158215.65999999992,604.0,169324.2199999999,645.0
71.15.272-3,23/07/2013,11.0,2972.23,2.0,525.28,169324.2199999999,645.0,171771.16999999993,654.0
71.15.272-3,25/07/2013,0.0,0.0,10.0,2626.43,171771.16999999993,654.0,169144.73999999993,644.0
71.15.272-3,27/07/2013,0.0,0.0,2.0,525.29,169144.73999999993,644.0,168619.44999999992,642.0
71.15.272-3,29/07/2013,1.0,259.95,16.0,4202.29,168619.44999999992,642.0,164677.10999999993,627.0
71.15.272-3,30/07/2013,0.0,0.0,25.0,6566.07,164677.10999999993,627.0,158111.03999999992,602.0
71.15.272-3,31/07/2013,0.0,2.8699999999999997,21.0,5518.38,158111.03999999992,602.0,152595.5299999999,581.0
74.62.201-1,01/08/2012,0.0,0.0,1.0,1365.02,9695.39,7.0,8330.369999999999,6.0
74.62.201-1,02/08/2012,0.0,0.0,1.0,1365.02,8330.369999999999,6.0,6965.3499999999985,5.0
74.62.201-1,03/08/2012,0.0,0.0,2.0,2730.04,6965.3499999999985,5.0,4235.309999999999,3.0
74.62.201-1,07/08/2012,0.0,0.0,1.0,1365.02,4235.309999999999,3.0,2870.2899999999986,2.0
74.62.201-1,08/08/2012,0.0,0.0,1.0,1365.02,2870.2899999999986,2.0,1505.2699999999986,1.0
74.62.201-1,20/08/2012,15.0,20445.79,0.0,0.0,1505.2699999999986,1.0,21951.059999999998,16.0
74.62.201-1,21/08/2012,12.0,16362.13,1.0,1365.02,21951.059999999998,16.0,36948.17,27.0
74.62.201-1,22/08/2012,3.0,4090.54,8.0,10920.150000000001,36948.17,27.0,30118.559999999998,22.0
74.62.201-1,23/08/2012,0.0,0.0,4.0,5460.07,30118.559999999998,22.0,24658.489999999998,18.0
74.62.201-1,24/08/2012,8.0,10905.31,5.0,6825.09,24658.489999999998,18.0,28738.709999999995,21.0
74.62.201-1,27/08/2012,12.0,16352.38,1.0,1365.02,28738.709999999995,21.0,43726.07,32.0
74.62.201-1,28/08/2012,13.0,17717.03,1.0,1365.02,43726.07,32.0,60078.08,44.0
74.62.201-1,29/08/2012,7.0,9537.73,0.0,0.0,60078.08,44.0,69615.81,51.0
74.62.201-1,30/08/2012,0.0,0.0,8.0,10920.14,69615.81,51.0,58695.67,43.0
74.62.201-1,31/08/2012,0.0,22.57,2.0,2752.6099999999997,58695.67,43.0,55965.63,41.0
74.62.201-1,05/09/2012,0.0,0.0,2.0,2726.76,55965.63,41.0,53238.869999999995,39.0
74.62.201-1,06/09/2012,0.0,0.0,4.0,5453.51,53238.869999999995,39.0,47785.35999999999,35.0
74.62.201-1,11/09/2012,0.0,0.0,6.0,8180.280000000001,47785.35999999999,35.0,39605.079999999994,29.0
74.62.201-1,12/09/2012,7.0,9529.27,0.0,0.0,39605.079999999994,29.0,49134.34999999999,36.0
74.62.201-1,13/09/2012,6.0,8165.58,1.0,1363.38,49134.34999999999,36.0,55936.549999999996,41.0
74.62.201-1,17/09/2012,0.0,0.0,2.0,2726.76,55936.549999999996,41.0,53209.78999999999,39.0
74.62.201-1,18/09/2012,0.0,0.0,1.0,1363.38,53209.78999999999,39.0,51846.409999999996,38.0
74.62.201-1,20/09/2012,0.0,0.0,4.0,5453.51,51846.409999999996,38.0,46392.899999999994,34.0
74.62.201-1,21/09/2012,0.0,0.0,5.0,6816.900000000001,46392.899999999994,34.0,39575.99999999999,29.0
74.62.201-1,24/09/2012,0.0,0.0,2.0,2726.76,39575.99999999999,29.0,36849.23999999999,27.0
74.62.201-1,25/09/2012,0.0,0.0,3.0,4090.13,36849.23999999999,27.0,32759.10999999999,24.0
74.62.201-1,26/09/2012,10.0,13614.47,1.0,1363.38,32759.10999999999,24.0,45010.19999999999,33.0
74.62.201-1,27/09/2012,10.0,13614.93,1.0,1363.38,45010.19999999999,33.0,57261.74999999999,42.0
74.62.201-1,28/09/2012,0.0,0.0,8.0,10907.04,57261.74999999999,42.0,46354.70999999999,34.0
74.62.201-1,30/09/2012,0.0,6.3999999999999995,0.0,6.3999999999999995,46354.70999999999,34.0,46354.70999999999,34.0
74.62.201-1,02/10/2012,0.0,0.0,2.0,2701.96,46354.70999999999,34.0,43652.74999999999,32.0
74.62.201-1,03/10/2012,0.0,0.0,5.0,6754.9,43652.74999999999,32.0,36897.84999999999,27.0
74.62.201-1,04/10/2012,3.0,4090.13,3.0,4052.94,36897.84999999999,27.0,36935.039999999986,27.0
74.62.201-1,05/10/2012,0.0,0.0,2.0,2701.96,36935.039999999986,27.0,34233.07999999999,25.0
74.62.201-1,08/10/2012,0.0,0.0,1.0,1350.98,34233.07999999999,25.0,32882.099999999984,24.0
74.62.201-1,09/10/2012,0.0,0.0,2.0,2701.96,32882.099999999984,24.0,30180.139999999985,22.0
74.62.201-1,10/10/2012,2.0,2701.96,6.0,8105.88,30180.139999999985,22.0,24776.219999999983,18.0
74.62.201-1,15/10/2012,0.0,0.0,2.0,2701.96,24776.219999999983,18.0,22074.259999999984,16.0
74.62.201-1,16/10/2012,0.0,0.0,3.0,4052.94,22074.259999999984,16.0,18021.319999999985,13.0
74.62.201-1,17/10/2012,0.0,0.0,3.0,4052.94,18021.319999999985,13.0,13968.379999999985,10.0
74.62.201-1,18/10/2012,0.0,0.0,1.0,1350.98,13968.379999999985,10.0,12617.399999999985,9.0
74.62.201-1,19/10/2012,0.0,0.0,3.0,4052.94,12617.399999999985,9.0,8564.459999999985,6.0
74.62.201-1,22/10/2012,10.0,13418.34,0.0,0.0,8564.459999999985,6.0,21982.799999999985,16.0
74.62.201-1,23/10/2012,0.0,0.0,1.0,1350.98,21982.799999999985,16.0,20631.819999999985,15.0
74.62.201-1,24/10/2012,1.0,1350.98,5.0,6754.9,20631.819999999985,15.0,15227.899999999985,11.0
74.62.201-1,25/10/2012,0.0,0.0,1.0,1350.98,15227.899999999985,11.0,13876.919999999986,10.0
74.62.201-1,26/10/2012,11.0,14769.439999999999,1.0,1350.98,13876.919999999986,10.0,27295.379999999986,20.0
74.62.201-1,29/10/2012,11.0,14769.46,7.0,9456.859999999999,27295.379999999986,20.0,32607.97999999998,24.0
74.62.201-1,30/10/2012,10.0,13417.599999999999,5.0,6754.9,32607.97999999998,24.0,39270.67999999998,29.0
74.62.201-1,31/10/2012,10.0,13484.179999999998,1.0,1417.8,39270.67999999998,29.0,51337.059999999976,38.0
74.62.201-1,01/11/2012,10.0,13614.82,4.0,5426.88,51337.059999999976,38.0,59524.99999999998,44.0
74.62.201-1,05/11/2012,13.0,17699.12,1.0,1356.71,59524.99999999998,44.0,75867.40999999997,56.0
74.62.201-1,06/11/2012,3.0,4085.3199999999997,2.0,2713.42,75867.40999999997,56.0,77239.30999999998,57.0
74.62.201-1,07/11/2012,5.0,6809.59,6.0,8140.300000000001,77239.30999999998,57.0,75908.59999999998,56.0
74.62.201-1,08/11/2012,5.0,6809.62,2.0,2713.42,75908.59999999998,56.0,80004.79999999997,59.0
74.62.201-1,09/11/2012,3.0,4085.77,3.0,4070.13,80004.79999999997,59.0,80020.43999999997,59.0
74.62.201-1,12/11/2012,5.0,6809.62,2.0,2713.44,80020.43999999997,59.0,84116.61999999997,62.0
74.62.201-1,13/11/2012,0.0,0.0,3.0,4070.15,84116.61999999997,62.0,80046.46999999997,59.0
74.62.201-1,14/11/2012,0.0,0.0,6.0,8140.32,80046.46999999997,59.0,71906.14999999997,53.0
74.62.201-1,20/11/2012,0.0,0.0,1.0,1356.71,71906.14999999997,53.0,70549.43999999996,52.0
74.62.201-1,21/11/2012,0.0,0.0,3.0,4070.15,70549.43999999996,52.0,66479.28999999996,49.0
74.62.201-1,22/11/2012,0.0,0.0,4.0,5426.860000000001,66479.28999999996,49.0,61052.429999999964,45.0
74.62.201-1,23/11/2012,0.0,0.0,4.0,5426.860000000001,61052.429999999964,45.0,55625.56999999996,41.0
74.62.201-1,27/11/2012,0.0,0.0,1.0,1356.71,55625.56999999996,41.0,54268.859999999964,40.0
74.62.201-1,28/11/2012,0.0,0.0,1.0,1356.71,54268.859999999964,40.0,52912.149999999965,39.0
74.62.201-1,29/11/2012,0.0,0.0,3.0,4070.15,52912.149999999965,39.0,48841.99999999996,36.0
74.62.201-1,30/11/2012,0.0,5.76,3.0,4075.8900000000003,48841.99999999996,36.0,44771.869999999966,33.0
74.62.201-1,03/12/2012,3.0,4227.639999999999,1.0,1383.25,44771.869999999966,33.0,47616.259999999966,35.0
74.62.201-1,04/12/2012,5.0,7069.63,2.0,2766.5,47616.259999999966,35.0,51919.38999999996,38.0
74.62.201-1,05/12/2012,5.0,7069.63,0.0,0.0,51919.38999999996,38.0,58989.01999999996,43.0
74.62.201-1,06/12/2012,4.0,5655.71,3.0,4149.75,58989.01999999996,43.0,60494.97999999996,44.0
74.62.201-1,07/12/2012,0.0,0.0,4.0,5533.0,60494.97999999996,44.0,54961.97999999996,40.0
74.62.201-1,10/12/2012,0.0,0.0,3.0,4149.75,54961.97999999996,40.0,50812.22999999996,37.0
74.62.201-1,11/12/2012,8.0,11311.43,2.0,2766.5,50812.22999999996,37.0,59357.15999999996,43.0
74.62.201-1,12/12/2012,3.0,4241.78,2.0,2766.5,59357.15999999996,43.0,60832.43999999996,44.0
74.62.201-1,13/12/2012,1.0,1413.93,3.0,4149.75,60832.43999999996,44.0,58096.61999999996,42.0
74.62.201-1,14/12/2012,0.0,0.0,5.0,6916.25,58096.61999999996,42.0,51180.36999999996,37.0
74.62.201-1,17/12/2012,0.0,0.0,3.0,4149.75,51180.36999999996,37.0,47030.61999999996,34.0
74.62.201-1,19/12/2012,0.0,0.0,2.0,2766.5,47030.61999999996,34.0,44264.11999999996,32.0
74.62.201-1,21/12/2012,0.0,0.0,2.0,2766.5,44264.11999999996,32.0,41497.61999999996,30.0
74.62.201-1,24/12/2012,0.0,0.0,3.0,4149.75,41497.61999999996,30.0,37347.86999999996,27.0
74.62.201-1,26/12/2012,0.0,0.0,1.0,1383.25,37347.86999999996,27.0,35964.61999999996,26.0
74.62.201-1,27/12/2012,0.0,0.0,2.0,2766.5,35964.61999999996,26.0,33198.11999999996,24.0
74.62.201-1,31/12/2012,0.0,26.52,0.0,26.52,33198.11999999996,24.0,33198.11999999996,24.0
74.62.201-1,03/01/2013,0.0,0.0,1.0,1393.21,33198.11999999996,24.0,31804.90999999996,23.0
74.62.201-1,04/01/2013,0.0,0.0,3.0,4179.65,31804.90999999996,23.0,27625.25999999996,20.0
74.62.201-1,07/01/2013,0.0,0.0,1.0,1393.21,27625.25999999996,20.0,26232.04999999996,19.0
74.62.201-1,10/01/2013,0.0,0.0,1.0,1393.21,26232.04999999996,19.0,24838.83999999996,18.0
74.62.201-1,11/01/2013,0.0,0.0,2.0,2786.44,24838.83999999996,18.0,22052.39999999996,16.0
74.62.201-1,14/01/2013,0.0,0.0,3.0,4179.65,22052.39999999996,16.0,17872.749999999964,13.0
74.62.201-1,15/01/2013,0.0,0.0,1.0,1393.21,17872.749999999964,13.0,16479.539999999964,12.0
74.62.201-1,17/01/2013,0.0,0.0,1.0,1393.21,16479.539999999964,12.0,15086.329999999965,11.0
74.62.201-1,18/01/2013,0.0,0.0,3.0,4179.65,15086.329999999965,11.0,10906.679999999966,8.0
74.62.201-1,21/01/2013,14.0,19664.44,1.0,1393.21,10906.679999999966,8.0,29177.909999999967,21.0
74.62.201-1,22/01/2013,7.0,9832.21,6.0,8359.3,29177.909999999967,21.0,30650.819999999967,22.0
74.62.201-1,24/01/2013,0.0,0.0,2.0,2786.44,30650.819999999967,22.0,27864.37999999997,20.0
74.62.201-1,26/01/2013,0.0,0.0,4.0,5572.86,27864.37999999997,20.0,22291.519999999968,16.0
74.62.201-1,28/01/2013,0.0,0.0,8.0,11145.719999999998,22291.519999999968,16.0,11145.79999999997,8.0
74.62.201-1,29/01/2013,0.0,0.0,3.0,4179.63,11145.79999999997,8.0,6966.16999999997,5.0
74.62.201-1,30/01/2013,0.0,0.0,3.0,4179.65,6966.16999999997,5.0,2786.5199999999704,2.0
74.62.201-1,31/01/2013,0.0,28.32,1.0,1421.53,2786.5199999999704,2.0,1393.3099999999706,1.0
74.62.201-1,05/02/2013,7.0,10165.85,0.0,0.0,1393.3099999999706,1.0,11559.15999999997,8.0
74.62.201-1,06/02/2013,0.0,0.0,2.0,2903.72,11559.15999999997,8.0,8655.439999999971,6.0
74.62.201-1,07/02/2013,5.0,7261.32,0.0,0.0,8655.439999999971,6.0,15916.759999999971,11.0
74.62.201-1,08/02/2013,15.0,21790.420000000002,5.0,7259.3099999999995,15916.759999999971,11.0,30447.869999999974,21.0
74.62.201-1,13/02/2013,11.0,15986.76,0.0,0.0,30447.869999999974,21.0,46434.629999999976,32.0
74.62.201-1,14/02/2013,3.0,4360.03,6.0,8711.16,46434.629999999976,32.0,42083.49999999997,29.0
74.62.201-1,15/02/2013,0.0,0.0,5.0,7259.3099999999995,42083.49999999997,29.0,34824.18999999997,24.0
74.62.201-1,18/02/2013,0.0,0.0,2.0,2903.73,34824.18999999997,24.0,31920.459999999974,22.0
74.62.201-1,19/02/2013,0.0,0.0,6.0,8711.16,31920.459999999974,22.0,23209.299999999974,16.0
74.62.201-1,20/02/2013,0.0,0.0,1.0,1451.86,23209.299999999974,16.0,21757.439999999973,15.0
74.62.201-1,22/02/2013,6.0,8720.06,1.0,1451.86,21757.439999999973,15.0,29025.63999999997,20.0
74.62.201-1,26/02/2013,0.0,0.0,16.0,23229.79,29025.63999999997,20.0,5795.849999999969,4.0
74.62.201-1,27/02/2013,14.0,20332.809999999998,0.0,0.0,5795.849999999969,4.0,26128.659999999967,18.0
74.62.201-1,28/02/2013,12.0,17485.780000000002,3.0,4414.15,26128.659999999967,18.0,39200.28999999997,27.0
74.62.201-1,01/03/2013,11.0,16475.17,1.0,1481.88,39200.28999999997,27.0,54193.57999999997,37.0
74.62.201-1,04/03/2013,0.0,0.0,5.0,7409.42,54193.57999999997,37.0,46784.159999999974,32.0
74.62.201-1,05/03/2013,0.0,0.0,1.0,1481.88,46784.159999999974,32.0,45302.27999999998,31.0
74.62.201-1,06/03/2013,0.0,0.0,1.0,1481.88,45302.27999999998,31.0,43820.39999999998,30.0
74.62.201-1,07/03/2013,2.0,2994.82,3.0,4445.64,43820.39999999998,30.0,42369.57999999998,29.0
74.62.201-1,08/03/2013,3.0,4492.22,3.0,4445.66,42369.57999999998,29.0,42416.139999999985,29.0
74.62.201-1,11/03/2013,0.0,0.0,5.0,7409.4400000000005,42416.139999999985,29.0,35006.69999999998,24.0
74.62.201-1,13/03/2013,5.0,7487.030000000001,3.0,4445.66,35006.69999999998,24.0,38048.06999999998,26.0
74.62.201-1,14/03/2013,3.0,4492.08,1.0,1481.88,38048.06999999998,26.0,41058.26999999998,28.0
74.62.201-1,15/03/2013,11.0,16471.31,3.0,4445.64,41058.26999999998,28.0,53083.93999999999,36.0
74.62.201-1,18/03/2013,7.0,10481.95,1.0,1481.88,53083.93999999999,36.0,62084.00999999999,42.0
74.62.201-1,19/03/2013,7.0,10481.97,1.0,1481.88,62084.00999999999,42.0,71084.09999999998,48.0
74.62.201-1,20/03/2013,1.0,1497.43,2.0,2963.78,71084.09999999998,48.0,69617.74999999997,47.0
74.62.201-1,21/03/2013,0.0,0.0,1.0,1481.88,69617.74999999997,47.0,68135.86999999997,46.0
74.62.201-1,22/03/2013,2.0,2979.3100000000004,2.0,2963.76,68135.86999999997,46.0,68151.41999999997,46.0
74.62.201-1,25/03/2013,0.0,0.0,3.0,4445.66,68151.41999999997,46.0,63705.759999999966,43.0
74.62.201-1,26/03/2013,0.0,0.0,5.0,7409.42,63705.759999999966,43.0,56296.33999999997,38.0
74.62.201-1,28/03/2013,1.0,1497.43,7.0,10373.2,56296.33999999997,38.0,47420.56999999996,32.0
74.62.201-1,31/03/2013,0.0,30.05,0.0,30.05,47420.56999999996,32.0,47420.56999999996,32.0
